"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Hu, M.; Cao, E.; Huang, H.; Zhang, M.; Chen, X.; Chen, M.","Hu, Ming (57209451438); Cao, Erzhong (57215858882); Huang, Hongbing (58193763200); Zhang, Min (59619795200); Chen, Xiaohong (35236403100); Chen, Mingsong (55581519700)","57209451438; 57215858882; 58193763200; 59619795200; 35236403100; 55581519700","AIoTML: A Unified Modeling Language for AIoT-Based Cyber-Physical Systems","2023","IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems","42","11","","3545","3558","0","24","10.1109/TCAD.2023.3264786","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153337913&doi=10.1109%2FTCAD.2023.3264786&partnerID=40&md5=0a0aeb508e48cab564c9819be8494b0d","Due to deeply intertwined physical and hardware/software components together with an increasing number of interconnected heterogeneous devices powered by artificial intelligence (AI) techniques, the design complexity of cyber-physical systems (CPSs) becomes skyrocketing. Model-driven engineering (MDE) methods have been proven to be effective in increasing the productivity of CPS design. However, there is still a lack of MDE approaches that enable design space exploration as well as the code generation for the design of Artificial Intelligence of Things (AIoT)-based CPSs. To mitigate the situation, this article presents a unified modeling language named AIoTML for AIoT-based CPSs, which enables the construction of AI-based components across different modeling levels for the purposes of intelligent sensing and control. By extending the constructs of state-of-the-art domain-specific language (DSL) ThingML, AIoTML can seamlessly unify the modeling of both autonomous executions of AIoT devices and their surrounding physical environment, which facilitates both platform-independent simulation and control optimization for platform-specific CPSs. The compiler developed for AIoTML provides a family of code generators to support the construction of digital twins on various heterogeneous target AIoT platforms. Comprehensive evaluations on two complex real-world designs demonstrate the effectiveness of our AIoTML approach in the fast development of AIoT-based CPSs with high control quality. © 2023 Elsevier B.V., All rights reserved.","Artificial intelligence Internet of Things (AIoT); cyber-physical systems (CPSs); domain-specific language (DSL); model-driven engineering (MDE); ThingML","Artificial intelligence; Behavioral research; Codes (symbols); Computer aided software engineering; Digital subscriber lines; Distributed computer systems; Embedded systems; Internet of things; Problem oriented languages; Quality control; Simulation platform; Virtual reality; AI IoT; Behavioral science; Cloud-computing; Code; Cybe-physical systems; Cyber-physical systems; Domains specific languages; Model-driven Engineering; Thingml; Cyber Physical System","Article","Final","","Scopus","2-s2.0-85153337913"
"Liu, T.; Jiang, H.; Liu, Y.","Liu, Tong (59821950900); Jiang, Haitao (57476764800); Liu, Yu (58924095900)","59821950900; 57476764800; 58924095900","Edge-cloud Collaboration Based Service Deployment and Resource Allocation in Digital Twin 6G network","2023","","","","","308","311","0","2","10.1145/3640912.3640974","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186957170&doi=10.1145%2F3640912.3640974&partnerID=40&md5=ca2b6f4a0ab8d811859f8150d85b8dc8","In this paper, we propose an Edge-Cloud based and Artificial Intelligence (AI) supported Scheme (ECAIS) in Digital Twin-enabled 6G network. Specifically, we first analyze the traffic consumption of the backbone network based on the construction workflow of DT-6G. Then, the process of tasks solving in DT-6G is detailed discussed, based on which the traffic consumed in updating and services providing is discussed. Subsequently, the network response time for task settling is derived. Then, in order to enhance the performance of DT-6G, a utility function which is represented together by throughput consumption and network latency is formulated. Thereafter, a mathematical optimization model is put forward to minimize the utility function. In view of the complexity, an AI-based algorithm is designed to resolve the optimization model. Numerical results corroborate the efficiency of our scheme. © 2024 Elsevier B.V., All rights reserved.","6G network; Artificial intelligence; Digital twin; Edge-cloud cooperation; Resource allocation","Artificial intelligence; Optimization; Queueing networks; 6g network; Back-bone network; Cloud-based; Edge clouds; Edge-cloud cooperation; Network-based; Resources allocation; Service deployment; Service resources; Utility functions; Resource allocation","Conference paper","Final","","Scopus","2-s2.0-85186957170"
"Elhagry, A.","Elhagry, Ahmed (57226613733)","57226613733","Text-to-Metaverse: Towards a Digital Twin-Enabled Multimodal Conditional Generative Metaverse","2023","","","","","9336","9339","0","9","10.1145/3581783.3613432","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179549401&doi=10.1145%2F3581783.3613432&partnerID=40&md5=03b6948670e93cd9f210aae8ca0e400f","Developing realistic and interactive virtual environments is a major hurdle in the progress of Metaverse. At present, majority of Metaverse applications necessitate the manual construction of 3D models which is both time-consuming and costly. Additionally, it is challenging to design environments that can promptly react to users' actions. To address this challenge, this paper proposes a novel approach to generate virtual worlds using digital twin (DT) technology and AI through a Text-to-Metaverse pipeline. This pipeline converts natural language input into a scene JSON, which is used to generate a 3D virtual world using two engines: Generative Script Engine (GSE) and Generative Metaverse Engine (GME). GME generates a design script from the JSON file, and then uses it to generate 3D objects in an environment. It aims to use multimodal AI and DT technology to produce realistic and highly detailed virtual environments. The proposed pipeline has potential applications including education, training, architecture, healthcare and entertainment, and could change the way designers and developers create virtual worlds. While this short paper covers an abstract as per the Doctorial Symposium's guidelines, it contributes to the research on generative models for multimodal data and provides a new direction for creating immersive virtual experiences. © 2025 Elsevier B.V., All rights reserved.","computer vision; digital twin; generative models; metaverse; multimodal ai; nlp","Abstracting; Engines; Interactive computer graphics; Pipelines; Rendering (computer graphics); Three dimensional computer graphics; Virtual addresses; Virtual reality; 3D models; 3d-modeling; Design environment; Generative model; Interactive virtual environments; Metaverses; Multi-modal; Multimodal ai; Nlp; Virtual worlds; Computer vision","Conference paper","Final","","Scopus","2-s2.0-85179549401"
"Weber-Lewerenz, B.; Traverso, M.","Weber-Lewerenz, Bianca Christina (57224514508); Traverso, Marzia (16418098900)","57224514508; 16418098900","Navigating Applied Artificial Intelligence (AI) in the Digital Era: How Smart Buildings and Smart Cities Become the Key to Sustainability","2023","Artificial Intelligence and Applications","1","4","","214","227","0","16","10.47852/bonviewAIA32021063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006583661&doi=10.47852%2FbonviewAIA32021063&partnerID=40&md5=331433fb0b18cc2027e7abc0804326db","This paper aims to understand the critical path of digital transformation in construction by investigating major drivers for technical innovation, e.g., in smart cities. Despite available new technologies, increasing societal, environmental pressure, and data complexity, the branch lacks a will to innovate and qualified personnel. The study identifies the potential of innovation and the pillars of sustainability to define ways to responsibly use data-driven, smart technologies in smart cities throughout their holistic life cycles. The mix of expert interview surveys and structured literature analysis is the basis to examine the status quo and innovative approaches. It enables to critically investigate limitations and human, societal and environmental impacts. This study’s findings offer orientation in navigating innovation for resilient, agile ecosystems with the dynamic ability to adapt to changing environment and to grow with the change and achieving the sustainable development goals toward preservation and upgrade of buildings instead of new construction. The key challenge for sustainable technical innovation is to exploit human and societal potential. The study allocates the lack of research in this field and inadequate education as most significant limitations and critically evaluates that a disruptive culture of thinking may enable the sustainable design of smart cities. This study is unique as it develops a comprehensive, transparent Corporate Digital Responsibility Policy Framework and provides orientation to assume ethical, societal, environmental responsibility as part of creating resilient, agile environments. © 2025 Elsevier B.V., All rights reserved.","AI; BIM; CDR; construction; digital twins; digitization; smart cities","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105006583661"
"Shabani, A.; Kioumarsi, M.","Shabani, Amirhosein (57210804489); Kioumarsi, Mahdi M. (57133145300)","57210804489; 57133145300","Seismic assessment and strengthening of a historical masonry bridge considering soil-structure interaction","2023","Engineering Structures","293","","116589","","","0","28","10.1016/j.engstruct.2023.116589","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165224878&doi=10.1016%2Fj.engstruct.2023.116589&partnerID=40&md5=57dda03c73878758784a9f6c9bc44f5c","A holistic methodology for developing the digital twins and conducting seismic vulnerability assessments of masonry arch bridges is proposed and applied to a historical stone masonry bridge. In this light, digital cameras, drones, and 3D laser scanners were utilized for 3D geometric documentation of the bridge. 3D finite element (FE) models were constructed and calibrated based on the operational modal analysis results derived from the accelerometer sensors. The fragility curves for different limit states were derived by performing a multi-stripe analysis (MSA). The effect of soil-structure interaction (SSI) on the calibration results and seismic response of the bridge was evaluated. The results of the visual inspection, model calibration, and seismic analysis revealed that the central pier and the arches are the most susceptible parts of the bridge. Therefore, three strengthening techniques were proposed, and corresponding numerical models were developed. The first model was developed by enhancing the mechanical properties of the vulnerable parts of the bridge, and the two other models were built by covering the central pier's outer surface with polyparaphenylene benzobisoxazole (PBO) and carbon fiber-reinforced concrete mortar (FRCM) layers. Results revealed that the strengthening techniques improved the seismic response of the bridge when subjected to transverse seismic excitations. Negligible differences in the displacement response and crack width of the strengthened models were observed from the nonlinear dynamic analysis. © 2023 Elsevier B.V., All rights reserved.","Digital twin; FRCM systems; Masonry arch bridge; Operational modal analysis; Seismic fragility; Seismic strengthening; Soil-structure interaction","Arch bridges; Arches; Masonry bridges; Masonry construction; Modal analysis; Piers; Reinforced concrete; Seismic response; Soil structure interactions; Concrete/mortar; Fiber-reinforced concrete mortar system; Fiber-reinforced concretes; Masonry arch bridges; Operational modal analysis; Seismic assessment; Seismic fragility; Seismic strengthening; Soil-structure interaction; Strengthening technique; Soils; bridge construction; dynamic response; finite element method; masonry; seismic response; soil-structure interaction; structural response; three-dimensional modeling","Article","Final","All Open Access; Green Final Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85165224878"
"Lin, B.","Lin, Bo (57216770855)","57216770855","Research on the Regional Collaborative Monitoring System for the Marine Environment and Ecology in the Beibu Gulf","2023","","","","","391","397","0","0","10.1145/3644523.3644595","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190386238&doi=10.1145%2F3644523.3644595&partnerID=40&md5=35b72bc37ff96be5f19b1100feb0ce17","In view of the current development and urbanization boom in the Beibu Gulf Rim (China 's coast), and its increasing pressure on the local environment and ecological protection work, the article believes that urbanization and ecological civilization construction are both signs of the progress of human civilization. The two complement each other, are equally important, regardless of primary and secondary. At the same time, it emphasizes the importance, necessity and urgency of establishing an integrated marine environmental and ecological monitoring system for the Beibu Gulf region and demonstrates specific visions and actions from three levels: management coordination, technical architecture and international cooperation. The basic ways to construct the integrated monitoring system of marine environment and ecology in Beibu Gulf are as follows: integrating and adding marine multidisciplinary professional monitoring stations, transforming multi-system compatible marine buoy monitoring loads, establishing a regional marine monitoring linkage mechanism in the South China Sea, and building a big data platform for marine monitoring, forecasting and service visualization. Finally, the author makes a general outlook on the construction of intelligent marine engineering in Beibu Gulf, the construction of marine digital twin system in Beibu Gulf, the construction of integrated monitoring system for environmental and ecological regions in Beibu Gulf, and the future trend. Information systems, Information systems applications, Enterprise information systems, Data centers. © 2024 Elsevier B.V., All rights reserved.","Computer application; Linkage monitoring system; Marine environment and ecology; Marine internet; Research; South China Sea region","Data visualization; Ecology; Information systems; Information use; International cooperation; Marine engineering; Beibu gulfs; Integrated monitoring systems; Linkage monitoring system; Marine ecology; Marine environment; Marine internet; Marine monitoring; Monitoring system; South China sea; South china sea region; Metadata","Conference paper","Final","","Scopus","2-s2.0-85190386238"
"Al Sulaiti, S.; Schneider, J.; Agus, M.","Al Sulaiti, Shaikha (58675886000); Schneider, Jens (55465891600); Agus, Marco (57195623616)","58675886000; 55465891600; 57195623616","Immersive omnidirectional imaging for the development of Doha Design District at MSheireb Downtown","2023","","","","34","","","0","0","10.1145/3611314.3616418","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175469346&doi=10.1145%2F3611314.3616418&partnerID=40&md5=d4c967c820cd17747ed31a430551ec73","For a variety of immersive applications, 360-degree image captures, be it purely visual or mixed, is becoming a standard in acquisition, allowing for fast, efficient, and cost-effective capture from a limited number of static poses. At the same time panoramic coverage naturally leads to the implementation of immersive and engaging solutions. In this industrial use case, we present the preliminary outcomes of a collaboration between MSheireb Properties and Hamad Bin Khalifa University for advancing the state of research to envision novel automatic solutions geared towards the generation of Spherical Digital Twins for supporting and speeding up the design, planning and management processes related to construction development, real-estate management and presentation, advertising and showcasing for design and development initiatives. © 2023 Elsevier B.V., All rights reserved.","","Industrial research; Office buildings; Cost effective; Design management; Design planning process; Image captures; Immersive; Immersive application; Industrial use case; Omnidirectional imaging; Property; State of research; Cost effectiveness","Conference paper","Final","","Scopus","2-s2.0-85175469346"
"","","","Proceedings of the Inaugural 2023 Summer Symposium Series 2023","2023","","","","","","","162","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175435243&partnerID=40&md5=29762508958de61fe7246c01d0f4798f","The proceedings contain 31 papers. The topics discussed include: an application for mental health monitoring using facial, voice, and questionnaire information; progressive 3D reconstruction for collaborative construction of digital twins; your memory palace in the metaverse with AI; a portable vision-based head tracking exergame solution for neck rehabilitation; multilingual aphasia speech analysis with machine learning; PNP: a review framework towards efficient NeRF study and research; taming diffusion models for music-driven conducting motion generation; evolutionary neural networks for option pricing: multi-assets option and exotic option; constructing and interpreting causal knowledge graphs from news; and taming simulators: challenges, pathways and vision for the alignment of large language models. © 2023 Elsevier B.V., All rights reserved.","","","Conference review","Final","","Scopus","2-s2.0-85175435243"
"Foo, L.; Shen, S.; Wee, A.; Tan, C.T.","Foo, Leon Cewei (57703199500); Shen, Songjia (56157229100); Wee, Ambrose (58674325800); Tan, Chek Tien (34877549700)","57703199500; 56157229100; 58674325800; 34877549700","Progressive 3D Reconstruction for Collaborative Construction of Digital Twins","2023","","","","","7","10","0","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175402710&partnerID=40&md5=1d14c873bbe94013c36220a6e63d1b6f","Digital twins are increasingly useful in metaverse-related applications, but their construction process usually involves deep technical expertise and costly resources. This position paper demonstrates an early prototype (see Figure 1) of a web-based digital twin authoring system to enable untrained users to collaboratively build digital twin environments. The system aims to explore the combination of photogrammetry and GAN-based machine learning models to enable near-realtime collaboration between capture client (scanning objects using common smartphone cameras) and editing client (constructing 3D scenes on thin client devices) users. © 2023 Elsevier B.V., All rights reserved.","","Artificial intelligence; 3D reconstruction; Authoring systems; Collaborative construction; Construction process; Machine learning models; Metaverses; Position papers; Real-time collaboration; Technical expertise; Web based; Image reconstruction","Conference paper","Final","","Scopus","2-s2.0-85175402710"
"Mitrofanov, A.N.; Garanin, M.A.; Okladov, S.A.","Mitrofanov, Alexander N. (57194335656); Garanin, M. A. (57194346582); Okladov, S. A. (58759745600)","57194335656; 57194346582; 58759745600","Construction of Digital-Twin Models of Electrical Infrastructure of Railways to Assess the Resource of Load Capacity","2023","Russian Electrical Engineering","94","10","","699","703","0","1","10.3103/S1068371223100085","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179585490&doi=10.3103%2FS1068371223100085&partnerID=40&md5=2db4b3d83fa89bc25dbaaf243302ea53","Abstract: An approach to constructing digital twins is presented to assess the load-capacity resource of the electrical infrastructure of railways on heavy-haul traffic routes. Within the framework of the approach, it is proposed to select the components of the digital-twin model among the indicators of the transportation process and farms providing the transportation process using the correlation and cluster-analysis methods. It has been determined that the load-capacity resource of the electrical infrastructure of railways will be provided under the conditions under which the forecast volumes of electricity consumption, determined through indicators of the traction power-supply system load capacity, will be at a level not less than the maximum values of electricity-consumption forecast volumes. © 2023 Elsevier B.V., All rights reserved.","cluster analysis; correlation; digital twins; electrical infrastructure; electricity consumption; forecasting electricity consumption; power supply for train traction; railways","Electric loads; Electric power utilization; Forecasting; Railroads; Correlation; Electrical infrastructure; Electricity-consumption; Forecasting electricity; Forecasting electricity consumption; Load capacity; Power supply; Power supply for train traction; Railway; Cluster analysis","Article","Final","","Scopus","2-s2.0-85179585490"
"Zhang, Y.; Xing, X.; Antwi-Afari, M.F.","Zhang, Yongcheng (57038771500); Xing, Xuejiao (57202301678); Antwi-Afari, Maxwell Fordjour (57195298937)","57038771500; 57202301678; 57195298937","A hybrid approach for optimizing deep excavation safety measures based on Bayesian network and design structure matrix","2023","Advanced Engineering Informatics","58","","102223","","","0","12","10.1016/j.aei.2023.102223","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174324168&doi=10.1016%2Fj.aei.2023.102223&partnerID=40&md5=c59400611aad248a5edea3976ff0eebb","Considering the dynamic risk factors and risk situation throughout the entire deep excavation operations, timely adjustment and optimization of safety measures can enhance the practicality of construction technical plans on sites. A digital and quantitative model representing the practical risk situation of the deep excavation is urgently required for realizing the prediction, optimization, and control of the actual construction state. Thus, this research aims to propose a real-world-oriented model integrating Bayesian network (BN) and design structure matrix (DSM) for decision-making in safety risk management. First, risk factors were identified, and the BN model was established to evaluate the anti-risk ability of the construction site. Then, a multi-objective safety measure optimization model under specific constraints was established. Particularly, the DSM was adopted to express the control relationship between risk factors and safety measures. Moreover, with genetic algorithms applied, the optimal safety measure set for on-site safety risk management can be obtained. For model validation, a deep excavation project of metro construction in Wuhan, China, was selected as a case study. The hybrid optimization model showed the characters of initiative and timeliness in construction risk management. By providing the timely and optimized combination of safety measures, the dynamic decision-making approach can proactively and effectively improve the risk resistance ability of construction sites. © 2023 Elsevier B.V., All rights reserved.","Deep excavation; Digital twin model; Dynamic safety risk management; Multi-objective optimization","Barium compounds; Bayesian networks; Decision making; Excavation; Genetic algorithms; Multiobjective optimization; Project management; Risk assessment; Safety engineering; Subways; Bayesian network structure; Deep excavation; Design Structure Matrices; Digital twin model; Dynamic safety risk management; Multi-objectives optimization; Risk factors; Risks management; Safety measures; Safety risks; Risk management","Article","Final","","Scopus","2-s2.0-85174324168"
"Chen, S.; Fan, G.; Li, J.","Chen, Shihong (58624096100); Fan, Gao (57196471602); Li, Jun (56196287500)","58624096100; 57196471602; 56196287500","Improving completeness and accuracy of 3D point clouds by using deep learning for applications of digital twins to civil structures","2023","Advanced Engineering Informatics","58","","102196","","","0","29","10.1016/j.aei.2023.102196","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172737884&doi=10.1016%2Fj.aei.2023.102196&partnerID=40&md5=0a115453e24f4520c95c3a9f9064c6f9","In the Architecture, Engineering, and Construction (AEC) sector, digital twins rely on precise 3D models to convey digital information about physical structures in a virtual space. However, due to the vulnerability to measurement errors in weak-textured regions, 3D point clouds generated by conventional photometric consistency or deep learning-based Multi-View Stereo (MVS) algorithms are often incomplete or inaccurate. Therefore, this paper integrates the consistency constraint across multiple views and the inferential capacity of deep learning to propose a novel approach for refining the missing regions of the depth maps generated by photo-consistency based MVS algorithms. The proposed solution involves a cost volume pyramid-based depth completion (CVP-DC) network with three multi-level pyramid structures, which sequentially estimates and completes depth maps in a coarse-to-fine manner. A dataset that consists of input images and the corresponding depth maps generated by photo-consistency based MVS algorithms, along with output ground truth depth maps, is developed using an open DTU MVS dataset. CVP-DC demonstrates competitive performance when tested on the public DTU MVS dataset, outperforming existing MVS algorithms in terms of both completeness and accuracy. Additionally, experimental studies are conducted utilizing UAV-collected RTK (Real-Time Kinematic) images of an outdoor bridge pier to reconstruct point clouds with absolute scales. Experimental validations demonstrate the effectiveness and applicability of the proposed approach in filling uneven and incomplete depth maps, thereby enhancing the completeness of the generated point clouds. The proposed approach holds promise for establishing precise 3D models for the digital twin of the AEC sector. © 2023 Elsevier B.V., All rights reserved.","3D reconstruction; Deep learning; Depth completion; Digital twin; Structural modeling","Deep learning; E-learning; Image reconstruction; Learning algorithms; Learning systems; Stereo image processing; Textures; 3D point cloud; 3D reconstruction; Architecture engineering; Depth completion; Depthmap; Engineering sectors; Multi-view stereo; Stereo algorithms; Structural modeling; Three dimensional computer graphics","Article","Final","","Scopus","2-s2.0-85172737884"
"Fang, Q.; Chen, X.; Castro-Lacouture, D.; Li, C.","Fang, Qi (57192639610); Chen, Xiancong (57959222300); Castro-Lacouture, Daniel (9036808100); Li, Chengqian (57208269498)","57192639610; 57959222300; 9036808100; 57208269498","Intervention and management of construction workers’ unsafe behavior: A simulation digital twin model","2023","Advanced Engineering Informatics","58","","102182","","","0","25","10.1016/j.aei.2023.102182","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171392714&doi=10.1016%2Fj.aei.2023.102182&partnerID=40&md5=33f37edbf5b1adfb6881d92d3eafb2a3","Efforts to address unsafe behaviors of construction workers have predominantly focused on identifying causative factors, unraveling formation mechanisms, and devising pre-emptive control strategies. Nonetheless, these studies have inadequately examined the reasons behind workers' engagement in unsafe behavior from a behavioral psychology perspective, specifically the collision reaction between impulsivity and self-control in the decision-making process, as well as the lack of exploration of psychological processes and behavioral response mechanisms of workers under different management strategies on construction sites. This paper describes an explanatory closed-loop structured model to simulate the safety performance of workers' behavior under different intervention strategies, considering the behavioral decision process and interactions between workers and managerial environment. The hybrid simulation model for worker's unsafe behavior consists of three parts: the control panel, the proactive management panel, and the reactive panel. The model provides valuable information for explaining the causation of workers’ unsafe behaviors and finding efficient management strategies. Through simulation experiments, results show that proactive management has more advantages in maintaining workers' behavioral safety levels over a long period of time than reactive management. This research provides valuable information for policy analysis and decision-making for project managers. © 2023 Elsevier B.V., All rights reserved.","Closed-loop and dynamic process; Construction safety management; Hybrid simulation method; Intervention simulation","Behavioral research; Human resource management; Closed-loop; Closed-loop and dynamic process; Construction safety; Construction safety management; Dynamic process; Hybrid simulation; Hybrid simulation method; Intervention simulation; Loop process; Safety management; Decision making","Article","Final","","Scopus","2-s2.0-85171392714"
"Jia, P.; Wang, X.","Jia, Pengyi (57201699255); Wang, Xianbin (7501856729)","57201699255; 7501856729","A New Virtual Network Topology-Based Digital Twin for Spatial-Temporal Load-Balanced User Association in 6G HetNets","2023","IEEE Journal on Selected Areas in Communications","41","10","","3080","3094","0","22","10.1109/JSAC.2023.3310104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169671465&doi=10.1109%2FJSAC.2023.3310104&partnerID=40&md5=1a60a50a211b3714282135842b58f287","Dynamically associating distributed mobile users with proper base stations in 6G heterogeneous networks (HetNets) becomes critical to achieve both diverse quality of service (QoS) requirements of all users and entire network performance. However, the significantly increased complexity of matching the irregularly distributed users and base stations as well as highly dynamic network traffic often cause unbalanced spatial-Temporal loads for multi-Tier base stations during user association. To overcome this challenge, we propose a new virtual network topology-based digital twin to reduce the complexity of load-balanced user association in 6G HetNets. During the digital twin construction stage, instead of using highly dynamic low-level physical layer attributes (e.g., channel conditions and SINR), we intentionally consider more stable and relevant communication performance indicators and physical statistics to effectively reflect both real-Time link quality and overall network dynamics. To assist overall network operation, fast update of the digital twin for HetNets is achieved by adopting principal component analysis to discover specific network areas with changes. To improve the overall QoS provisioning and network performance, the proposed virtual topology-based digital twin is further utilized to predict the spatial-Temporal dynamics of HetNets for more balanced user association by bipartite graph matching. Simulation results show that the proposed method can construct effective digital twins and support load-balanced user association with maximized network-wide QoS satisfaction. © 2023 Elsevier B.V., All rights reserved.","6G; digital twin; heterogeneous networks; network topology; spatial-Temporal analysis; user association","Base stations; Complex networks; Dynamics; Heterogeneous networks; Interactive computer systems; Network layers; Network performance; Pattern matching; Principal component analysis; Quality control; Topology; 6g; 6g mobile communication; Complexity theory; Dynamic scheduling; Mobile communications; Network topology; Optimisations; Quality-of-service; Real - Time system; Spatial temporal analysis; User associations; Real time systems","Article","Final","","Scopus","2-s2.0-85169671465"
"Wang, S.; Lin, D.; Sun, L.","Wang, Sining (57223045570); Lin, Dandan (57834782900); Sun, Lujie (58510014600)","57223045570; 57834782900; 58510014600","Human-cyber-physical system for post-digital design and construction of lightweight timber structures","2023","Automation in Construction","154","","105033","","","0","8","10.1016/j.autcon.2023.105033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165943996&doi=10.1016%2Fj.autcon.2023.105033&partnerID=40&md5=b3c1207369fe7b5745d8afb8d5a87c6b","Current digital design-to-build workflows are limited to distinct tasks and pre-programmed machine operations, and the lack of system adaptability makes it difficult to accommodate non-linear construction processes and unexpected incidents. This work questions how to address humanization in post-digital architectural practices in order to increase workflow flexibility. Taking a lightweight timber structure as a demonstrator, this work describes its design-to-build procedure embracing the idea of the human-cyber-physical system (HCPS). The complex structural geometry was realized through the combination of computational form-finding method, human-guided robotic fabrication, and mixed reality (MR)-aided assembly and analysis. The human-in-the-loop workflow discussed in this work enables bidirectional communication between the virtual and the actual, and suggests humans' intuitive intervention in the design materialization processes. Future research will focus on human augmentation in full-scale architectural practices concerning novel human-robot interactions with more accurate sensing and gesture-tracking methods. © 2023 Elsevier B.V., All rights reserved.","Human-cyber-physical system; Human-guided robotic fabrication; Human-in-the-loop; Lightweight timber structure; Mixed reality; Post-digital","Computational geometry; Cyber Physical System; Embedded systems; Fabrication; Human robot interaction; Machine design; Cybe-physical systems; Cyber-physical systems; Human-cybe-physical system; Human-guided robotic fabrication; Human-in-the-loop; Lightweight timber structure; Mixed reality; Post-digital; Robotic fabrications; Timber structures","Article","Final","","Scopus","2-s2.0-85165943996"
"Boje, C.; Hahn Menacho, Á.J.; Marvuglia, A.; Benetto, E.; Kubicki, S.; Schaubroeck, T.; Gutiérrez, T.","Boje, Calin (57195289652); Hahn Menacho, Álvaro José (57749665800); Marvuglia, Antonino (6504512863); Benetto, Enrico (24334369400); Kubicki, Sylvain (22834799400); Schaubroeck, Thomas (55189248100); Gutiérrez, Tomás Navarrete (54683781600)","57195289652; 57749665800; 6504512863; 24334369400; 22834799400; 55189248100; 54683781600","A framework using BIM and digital twins in facilitating LCSA for buildings","2023","Journal of Building Engineering","76","","107232","","","0","67","10.1016/j.jobe.2023.107232","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164712229&doi=10.1016%2Fj.jobe.2023.107232&partnerID=40&md5=1a91b018ffebb32b903af7d51aaf4b33","The building and construction industry generates 40% of annual global CO2 emissions, aside from other environmental and social impacts, while it contributes to economic and societal development as a whole. Life Cycle Sustainability Assessment (LCSA) is a proven methodology to assess the environmental, social and economic impacts of a product system over its lifecycle. Applying LCSA to the construction domain is not trivial, as it needs to gather and connect data across several fields. A clear research gap was identified in the lack of data integration and completeness to carry out LCSA. This paper addresses this gap and shows how the complementary use of Building Information Modelling (BIM) and Digital Twin (DT) sourced data can facilitate and improve the LCSA of buildings. It includes a review of the current state of the art; proposes a novel methodological framework based on existing standards, and emphasises the roles of BIM and DT for conducting LCSA in the building context; this is tested in a case study of a real office building. The outcomes of the study demonstrate that the inclusion of usually neglected social impacts can be considered under LCSA, and that BIM and DT data provides better impact estimates, which are necessary to evaluate the performance gap between design estimated impacts and measured ones. The challenges of implementing such a framework, as well as the limitations of existing technologies are also highlighted and discussed. © 2023 Elsevier B.V., All rights reserved.","bim; Building; Construction; Digital twin; lca; lcsa","Architectural design; Construction; Construction industry; Data integration; Life cycle; Office buildings; Sustainable development; Bim; Building and construction; Building Information Modelling; CO2 emissions; Lca; Lcsa; Life cycle sustainability assessments; Product systems; Social and economic impacts; Social impact; Economic and social effects","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85164712229"
